4696.6507,248.0,30.7309,30.7384,137.9926,30.53833,2640.8317,2695.488,86.0605,421.1138,22.466517,0.6106,70.2276,17.1638,23.8019,0.3014,70.6343
4646.6507,258.0,31.7309,31.8161,132.9926,30.53833,12640.8317,1695.488,96.0605,422.1138,22.466517,0.4106,69.2276,22.1638,24.8019,0.3114,80.6343
4596.6507,268.0,32.7309,31.8161,127.9926,30.53833,22640.8317,695.488,100.328,423.1138,22.466517,0.2106,68.2276,23.0389,25.8019,0.3214,90.6343
4546.6507,278.0,33.7309,31.8161,122.9926,30.53833,32640.8317,-304.512,100.328,424.1138,22.466517,-0.0029,67.2276,23.0389,26.8019,0.3314,95.0657
4496.6507,288.0,34.7309,31.8161,117.9926,30.53833,42640.8317,-1304.512,100.328,425.1138,22.466517,-0.0029,66.2276,23.0389,27.8019,0.3414,95.0657
4446.6507,298.0,35.7309,31.8161,112.9926,30.53833,4829298.8,-2304.512,100.328,426.1138,22.466517,-0.0029,65.2276,23.0389,28.8019,0.3464,95.0657
4396.6507,308.0,36.7309,31.8161,107.9926,30.53833,4829298.8,-3304.512,100.328,427.1138,22.466517,-0.0029,64.2276,23.0389,29.8019,0.3464,95.0657
4346.6507,314.1201,37.5837,31.8161,102.9926,30.53833,4829298.8,-4304.512,100.328,427.5214,22.466517,-0.0029,63.2276,23.0389,30.7531,0.3464,95.0657
4296.6507,314.1201,37.5837,31.8161,97.9926,30.53833,4829298.8,-5304.512,100.328,427.5214,22.466517,-0.0029,62.2276,23.0389,30.7531,0.3464,95.0657
4246.6507,314.1201,37.5837,31.8161,92.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,61.2276,23.0389,30.7531,0.3464,95.0657
4196.6507,314.1201,37.5837,31.8161,87.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,60.2276,23.0389,30.7531,0.3464,95.0657
4146.6507,314.1201,37.5837,31.8161,82.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,59.2276,23.0389,30.7531,0.3464,95.0657
4096.6507,314.1201,37.5837,31.8161,77.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,58.2276,23.0389,30.7531,0.3464,95.0657
4046.6507,314.1201,37.5837,31.8161,72.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,57.2276,23.0389,30.7531,0.3464,95.0657
3996.6507,314.1201,37.5837,31.8161,67.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,56.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,62.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,55.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,57.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,54.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,52.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,53.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,47.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,52.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,42.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,51.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,37.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,50.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,32.9926,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,49.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,48.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,47.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,46.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,45.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,44.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,43.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,42.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,41.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,40.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,39.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,38.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,37.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,36.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,35.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,34.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,33.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,32.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,31.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,30.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,29.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,28.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,27.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,26.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,25.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,24.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,23.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,22.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,21.2276,23.0389,30.7531,0.3464,95.0657
3984.7262,314.1201,37.5837,31.8161,31.1862,30.53833,4829298.8,-6029.239,100.328,427.5214,22.466517,-0.0029,21.1735,23.0389,30.7531,0.3464,95.0657
